logit,xgb,rf,extra_trees,catboost,hgb,ensemble_probability,prediction_variance,prediction_std,ensemble_prediction,actual_label,correct,error,error_type,probability_bin,uncertainty_quartile
0.968472429871504,0.3408174225872035,0.2717600107649829,0.2463175707683725,0.2668562904722169,0.3979000078236364,0.4153539553813193,0.054720636937945,0.2492097008897979,1,0,1,1,false_positive,"(0.4, 0.5]",Q4_high
0.8281024724504431,0.2091421341185577,0.1778877749399489,0.2420581149375172,0.2069296408574491,0.2255119296527464,0.3149386778261104,0.0454696586511912,0.2184675229915607,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.8523557736229064,0.2457716371268052,0.2075744165296747,0.2174025587847189,0.2595864125340676,0.2895055262586105,0.3453660541427972,0.0446853372270943,0.221332651913354,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.6852604421236401,0.1229145138618106,0.1327416374333369,0.1348412443169337,0.0791785219386464,0.1619497573116107,0.219481019497663,0.0377082584922959,0.1913337983110754,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.8274888109787042,0.3026645017579443,0.2457748802069158,0.2629706616173758,0.2726210331087832,0.3513320498078392,0.3771419895795938,0.0357489069460986,0.2098281829509386,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.8672833243291763,0.6628327952112516,0.3237698712179098,0.3592352806027561,0.4782229799281817,0.4159919260742938,0.5178893628939282,0.0311278204719355,0.2305467530098169,1,0,0,1,false_positive,"(0.5, 0.6]",Q4_high
0.6738329643497655,0.210810618996402,0.2336042446435706,0.2815968273847351,0.2161274952114063,0.2047312690841404,0.3034505699450033,0.0240703133660221,0.172042456735803,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.6662428019976901,0.2480635391702388,0.1741192558195653,0.2462798699250572,0.236296584159446,0.254793879018127,0.3042993216816874,0.0230791162388251,0.1698355885582567,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.6119686432218172,0.1505439437402406,0.1701981145046837,0.1955884585131523,0.1785722477857535,0.1835096124227338,0.2483968366980635,0.0228213196013269,0.1597940126708313,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.5925477375439934,0.1476654616546358,0.1523743136485305,0.1524463191480074,0.2123897660597861,0.2066870519296824,0.2440184416641059,0.0214192389207229,0.1554394081605038,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.6045450641228316,0.288292693171928,0.1653800019616305,0.1717598960396213,0.1517743644145439,0.24648767056991,0.2713732817134109,0.0210528999567077,0.1589803669205033,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.5411220663388492,0.1385709452170712,0.1372212327087145,0.1695332871610486,0.1020650377342072,0.1427262081419806,0.2052064628836452,0.01967372680884,0.1448428822456673,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.6066435325464697,0.2659373301115167,0.2076259445910319,0.1933120961007673,0.2379584458579803,0.1866677970189767,0.2830241910377905,0.0185814386595687,0.1546200155791931,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.3649081149150277,0.6869311781311195,0.3602683372631477,0.2433939357187927,0.5013573803330729,0.5089386692912816,0.4442996026087404,0.017147318463314,0.1869769099589978,1,0,1,1,false_positive,"(0.4, 0.5]",Q4_high
0.3287306178702275,0.7164028615822685,0.4011808587739638,0.3464800575111094,0.5682135934528785,0.5474708242236677,0.4847464689023525,0.0164296496270142,0.1958676562769005,1,0,1,1,false_positive,"(0.4, 0.5]",Q4_high
0.5316159538196521,0.1727831416312016,0.1582367914291995,0.1841361633807804,0.1269798938457764,0.1996186379131396,0.2288950970032916,0.0161468923806331,0.1381268983640251,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.2806692226813955,0.6315664074671724,0.2489253228394818,0.2364016463317244,0.418108989192115,0.3296223042957172,0.3575489821346011,0.0159884624171705,0.1635542253241758,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.6847424928582015,0.4653383117358352,0.2689980999586499,0.3342167723397542,0.4013560970277208,0.3518015563231702,0.417742221707222,0.0153246462086862,0.1764121383285311,1,0,1,1,false_positive,"(0.4, 0.5]",Q4_high
0.6080790482371177,0.344334978794702,0.210125877479785,0.2878916319393425,0.2363551779947972,0.2684751793762527,0.3258769823036662,0.0151612898839791,0.1543556123510814,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.6260775905871714,0.3925783899098708,0.2184839364377238,0.2432577393101013,0.3401843804397759,0.3784253030460999,0.3665012232884572,0.0151418203606231,0.1635598108479513,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.293844966625857,0.6500409993032095,0.305659449602382,0.3187151965749251,0.5197033155419438,0.463536415738484,0.4252500572311335,0.0148338740994237,0.1772086981676961,1,0,1,1,false_positive,"(0.4, 0.5]",Q4_high
