logit,xgb,rf,extra_trees,catboost,hgb,ensemble_probability,prediction_variance,prediction_std,ensemble_prediction,actual_label,correct,error,error_type,probability_bin,uncertainty_quartile
0.2640720561402997,0.2183959785712867,0.2210633905316252,0.226884915030684,0.2551931674410685,0.2904708158975499,0.2460133872687523,0.0005911384137452,0.0842919325173937,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.2105690132704076,0.1438407280305667,0.1614663997467361,0.1699444925534228,0.1301886488077616,0.1572812159334315,0.1622150830570544,0.0005408656175852,0.0577248785562586,0,1,0,1,false_negative,"(0.1, 0.2]",Q3
0.1947212358712099,0.2727723878129803,0.3137239172712974,0.2807082633125865,0.2798227576816897,0.2963935193488882,0.273023680216442,0.0012056106982068,0.0955828861116692,0,1,0,1,false_negative,"(0.2, 0.3]",Q4_high
0.2502991246382414,0.3424883729667453,0.2828814731642453,0.2527413202200813,0.3045287355005311,0.3103993055840105,0.2905563886789757,0.0009136328368316,0.0998760107071353,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.3494376064124179,0.4327754037641038,0.3329261658874442,0.2596154560314955,0.4007208009215066,0.4017525760282031,0.3628713348408618,0.0027956952232451,0.1289464639530671,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.3095352483810771,0.4414026895998024,0.3591597307579747,0.4242450810505296,0.3910243080359932,0.3834511664629197,0.3848030373813828,0.0015889352055942,0.1321074200850656,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.2388245770079687,0.2432142792674781,0.2639303384367791,0.1834237606819444,0.2477486711265289,0.2501812995269112,0.2378871543412684,0.00056030874673,0.081551892154614,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.298019225521798,0.4513898375256345,0.3917313334629073,0.4019999435162005,0.4403600704766173,0.388580623649762,0.3953468390254866,0.0021061129124617,0.1369540413226704,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.3166558904213127,0.302939348275044,0.2566241130396999,0.2269027536596888,0.2867857982758238,0.2930813210411269,0.2804982041187827,0.0007787566337606,0.0961209489230788,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.207375168477801,0.1992058533817061,0.1996851756172369,0.1799263840256726,0.2229167799203525,0.1987196660040197,0.2013048379044648,0.0001392393424173,0.0674386977985795,0,1,0,1,false_negative,"(0.2, 0.3]",Q1_low
0.2545726956244715,0.2142471478733413,0.2332338344228423,0.2110776763500603,0.211390393501168,0.2615241520916459,0.2310076499772549,0.0003649256008633,0.0783430255553557,0,1,0,1,false_negative,"(0.2, 0.3]",Q2
0.2307245795541171,0.2200435695632993,0.2135438717690236,0.1543787745584958,0.2207931029466315,0.248494397388349,0.2146630492966527,0.000729215251864,0.0751259204964518,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.3943127119139883,0.6727964956684201,0.3919406872594084,0.3173050015638768,0.5108643861568178,0.4790559057998986,0.4610458647270684,0.0110764073344374,0.1784300632790069,0,1,0,1,false_negative,"(0.4, 0.5]",Q4_high
0.2860691919002562,0.4285643407476017,0.4076656821468716,0.407605847078024,0.3966373087145292,0.4064480001738986,0.3888317284601969,0.00188818069328,0.1342697426668618,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.2762170946615365,0.2952019320926695,0.3468133678312766,0.3058684755200147,0.3289052009281547,0.3087637812536171,0.3102949753812116,0.0004415676926538,0.1043425646145677,0,1,0,1,false_negative,"(0.3, 0.4]",Q2
0.2941862915826238,0.3913508704450593,0.3366457880300378,0.2694054939885936,0.3547266141412537,0.3447333929588401,0.3318414085244014,0.0013672207535893,0.1146364282525717,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.3256252892120511,0.2864720090612652,0.3066817384739959,0.3156138198719551,0.3152561255955741,0.3186483217680524,0.311382883997149,0.0001330268529237,0.1035000618032599,0,1,0,1,false_negative,"(0.3, 0.4]",Q1_low
0.1938819253070263,0.1655210548749047,0.1751980034878323,0.2197288402774463,0.1667055600010546,0.188489082415989,0.1849207443940422,0.0003010445607515,0.0631775190395866,0,1,0,1,false_negative,"(0.1, 0.2]",Q2
0.2343403507728406,0.2230070173958185,0.207198893279084,0.2185055758117727,0.2598731307990348,0.2321075318382341,0.2291720833161308,0.0002303550948034,0.0770349037932409,0,1,0,1,false_negative,"(0.2, 0.3]",Q1_low
0.3435165874787609,0.3564056690898058,0.3638305569891267,0.3122314665458304,0.3294266347009027,0.3878212950006666,0.3488720349675155,0.000506699077841,0.1171193301126154,0,1,0,1,false_negative,"(0.3, 0.4]",Q2
0.1755950452637176,0.1758866376423182,0.2033707681007743,0.2423776219822315,0.2021733432100956,0.1751168125707661,0.1957533714616506,0.0004999963280031,0.0678770669431764,0,1,0,1,false_negative,"(0.1, 0.2]",Q2
0.2148275117891158,0.2320653113703089,0.258500610142199,0.2485552980964267,0.2518102121627891,0.2555647425150854,0.2435539476793208,0.0002025768862537,0.0815746909757272,0,1,0,1,false_negative,"(0.2, 0.3]",Q1_low
0.2942800147972332,0.3281157966548864,0.269492356968375,0.3342536987892528,0.3586834739004793,0.3656318646490583,0.3250762009598808,0.0009865207221724,0.1111364593569628,0,1,0,1,false_negative,"(0.3, 0.4]",Q3
0.2569046118982293,0.2605076742190118,0.2358150916337576,0.2375169718006508,0.2968645667726107,0.2628763280574122,0.2584142073969454,0.0003503452325223,0.0871240164675276,0,1,0,1,false_negative,"(0.2, 0.3]",Q2
0.1743172338272716,0.1830658011379405,0.2289737507410572,0.286235592950852,0.1783504686098648,0.1985046921539826,0.2082412565701614,0.0013265507984011,0.0764426575286547,0,1,0,1,false_negative,"(0.2, 0.3]",Q4_high
0.2897034111762806,0.2085806664703648,0.246407605488267,0.2741523043787033,0.210983473683543,0.2695775041407762,0.2499008275563225,0.0008276671624778,0.086657681037481,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.3273215670361297,0.2770992779882844,0.2261276076638407,0.2046116356039489,0.3232921652967606,0.3082950286701282,0.2777912137098487,0.0019255618342212,0.1000425275125023,0,1,0,1,false_negative,"(0.2, 0.3]",Q4_high
0.1785126348736204,0.1648616467977537,0.1878214849289212,0.2457387206047663,0.1867832558812916,0.1708278181102812,0.1890909268661057,0.0006069155398856,0.0664584959665802,0,1,0,1,false_negative,"(0.1, 0.2]",Q3
0.1949763230265016,0.2133941528439125,0.2678719466312091,0.3336441341050069,0.2243564970621394,0.2278061473178798,0.2436748668311082,0.0017990647432054,0.0892919151460858,0,1,0,1,false_negative,"(0.2, 0.3]",Q4_high
0.1899723390651185,0.222673239197893,0.2829704979081285,0.2774093967368973,0.2362606999503329,0.2377541541268173,0.2411733878308646,0.0008656679011053,0.0841048456788812,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.2082649150591712,0.2097196423348568,0.2211228392300842,0.2314099168363933,0.2566962819521482,0.2578774981836474,0.2308485155993835,0.0003500035965635,0.07821316521774,0,1,0,1,false_negative,"(0.2, 0.3]",Q2
0.2431603810336507,0.2755478268884268,0.2644061052608137,0.2005282123243008,0.2455754502168774,0.2507129328129526,0.246655151422837,0.0004724889046993,0.0839178078105666,0,1,0,1,false_negative,"(0.2, 0.3]",Q2
0.2395119176532069,0.2519057650365557,0.2974736155484442,0.2605210307146083,0.2705765403355395,0.286620533196177,0.267768233747422,0.0003354663932801,0.0900892017501396,0,1,0,1,false_negative,"(0.2, 0.3]",Q2
0.2669111938921323,0.2481761588634756,0.220637805623105,0.212615089334848,0.2506524842642754,0.2326902125101593,0.2386138240813326,0.0002958956208242,0.0804419627691795,0,1,0,1,false_negative,"(0.2, 0.3]",Q2
0.2959196055645993,0.3622331134632865,0.3564676554425799,0.3149905332720749,0.3613941374103169,0.3729445743281128,0.3439916032468284,0.0006830723319934,0.1161408951973816,0,1,0,1,false_negative,"(0.3, 0.4]",Q3
0.2624041464718265,0.204672571118594,0.2660470654160612,0.212519542670347,0.1839755980208857,0.250417782585505,0.2300061177138699,0.000833085124937,0.0804571624237989,0,1,0,1,false_negative,"(0.2, 0.3]",Q3
0.3348911516757565,0.4002078386697911,0.3330181741880985,0.2938240008540956,0.3408566912458609,0.318603476738276,0.3369002222286465,0.0008904209073525,0.1145767808133731,0,1,0,1,false_negative,"(0.3, 0.4]",Q3
0.221415608239186,0.1657601071573853,0.208189020683307,0.2048584507898125,0.1486697189034427,0.2050674702489393,0.1923267293370122,0.0005755522368753,0.0672693423276015,0,1,0,1,false_negative,"(0.1, 0.2]",Q3
0.2996080567764527,0.2913756929425875,0.1994894357282929,0.2398767871496893,0.3328055869581811,0.29300909424099,0.2760274422993656,0.0016383835297303,0.098327813228276,0,1,0,1,false_negative,"(0.2, 0.3]",Q4_high
0.1907014520129675,0.1213509838181013,0.1833753548866199,0.2331884705460658,0.1247161414620406,0.1251408003774794,0.1630788671838791,0.0015346461396163,0.0647852137943263,0,1,0,1,false_negative,"(0.1, 0.2]",Q4_high
0.2077530751711886,0.2318399509412823,0.2549954877304329,0.2136145588779316,0.2402893174083661,0.213903463143415,0.2270659755454361,0.0002435551037082,0.0764217286175218,0,1,0,1,false_negative,"(0.2, 0.3]",Q1_low
0.2829920349813991,0.4798129691185607,0.4371861820102127,0.3399496642939236,0.4481443174229095,0.3899432796822583,0.3963380745848774,0.003912626229345,0.1423623895020318,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.2734520721931054,0.3733993315951622,0.2268603745481063,0.2132041742815323,0.3698229759650401,0.3450775707237027,0.3003027498844415,0.0036974085618371,0.1133907774971809,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.2757227088246078,0.4199832871798986,0.4063586368955033,0.3247004783883845,0.4063210823215254,0.3768626930008471,0.3683248144351277,0.0023014305514269,0.1291009739099371,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.2530158006527345,0.3616886200780872,0.3699181300859132,0.3901750872989239,0.3396972236484039,0.3292408258738947,0.3406226146063262,0.001651829525425,0.1183751191520217,0,1,0,1,false_negative,"(0.3, 0.4]",Q4_high
0.1769207224990813,0.2182129134526315,0.2701348130552262,0.2619472498816789,0.2000814971593205,0.1818153695411753,0.2181854275981856,0.0011381636859614,0.0784123485388621,0,1,0,1,false_negative,"(0.2, 0.3]",Q4_high
