probability,predicted_label,actual_label,confidence,decision
0.14268587490890025,0,0,0.8573141250910997,auto_approve
0.11917747261952072,0,0,0.8808225273804793,auto_approve
0.27800768954253197,0,0,0.721992310457468,manual_review
0.22082332826387724,0,1,0.7791766717361228,manual_review
0.2216635383318347,0,0,0.7783364616681653,manual_review
0.1393349620153543,0,0,0.8606650379846457,auto_approve
0.17827394982835879,0,0,0.8217260501716412,auto_approve
0.15534916943512211,0,0,0.8446508305648779,auto_approve
0.29430298736241495,0,0,0.705697012637585,manual_review
0.16063903729322718,0,1,0.8393609627067729,auto_approve
0.3167854307387762,0,0,0.6832145692612238,manual_review
0.353640797848514,0,0,0.646359202151486,manual_review
0.2917618721113665,0,1,0.7082381278886335,manual_review
0.20060838561987424,0,0,0.7993916143801257,manual_review
0.33142390886336065,0,0,0.6685760911366394,manual_review
0.22414783440110708,0,0,0.7758521655988929,manual_review
0.19519153566110423,0,0,0.8048084643388957,auto_approve
0.36782174333938233,0,1,0.6321782566606177,manual_review
0.15618849536188337,0,0,0.8438115046381166,auto_approve
0.17898602812334627,0,0,0.8210139718766537,auto_approve
0.07568626218043388,0,0,0.9243137378195662,auto_approve
0.3360277180582991,0,0,0.6639722819417009,manual_review
0.2931081349327628,0,0,0.7068918650672372,manual_review
0.28670437320427644,0,0,0.7132956267957236,manual_review
0.13442603523220054,0,0,0.8655739647677995,auto_approve
0.28082944808751004,0,0,0.71917055191249,manual_review
0.4119644682811736,0,1,0.5880355317188264,manual_review
0.3396935125446355,0,0,0.6603064874553646,manual_review
0.1409200020097669,0,0,0.859079997990233,auto_approve
0.1936508886441931,0,0,0.8063491113558069,auto_approve
0.1583516633457728,0,0,0.8416483366542272,auto_approve
0.31522939500963904,0,0,0.684770604990361,manual_review
0.0761116666620896,0,0,0.9238883333379104,auto_approve
0.16039561402526875,0,0,0.8396043859747313,auto_approve
0.4342946572781997,0,1,0.5657053427218003,manual_review
0.11535020058790478,0,0,0.8846497994120952,auto_approve
0.2099277083554111,0,0,0.7900722916445889,manual_review
0.2193787072646177,0,0,0.7806212927353823,manual_review
0.17061021136778307,0,0,0.8293897886322169,auto_approve
0.09487888893012586,0,0,0.9051211110698741,auto_approve
0.16173456541033118,0,0,0.8382654345896688,auto_approve
0.29752888290714913,0,0,0.7024711170928508,manual_review
0.1869625751205764,0,0,0.8130374248794237,auto_approve
0.2631713796085819,0,1,0.736828620391418,manual_review
0.3913301256524831,0,1,0.608669874347517,manual_review
0.2703033072707091,0,1,0.7296966927292909,manual_review
0.2406457301840707,0,0,0.7593542698159292,manual_review
0.27820443834017167,0,0,0.7217955616598284,manual_review
0.1853439191151352,0,0,0.8146560808848649,auto_approve
0.2646110552616113,0,0,0.7353889447383887,manual_review
0.2088285178083436,0,1,0.7911714821916564,manual_review
0.16278879952815029,0,0,0.8372112004718497,auto_approve
0.38827831271760244,0,0,0.6117216872823976,manual_review
0.21986744699718913,0,0,0.7801325530028109,manual_review
0.10042009578105987,0,0,0.8995799042189401,auto_approve
0.16738397367826055,0,0,0.8326160263217395,auto_approve
0.15774739493432732,0,0,0.8422526050656727,auto_approve
0.2148524433973347,0,0,0.7851475566026653,manual_review
0.25672340245664343,0,0,0.7432765975433566,manual_review
0.22619281290833548,0,0,0.7738071870916645,manual_review
0.21926455826909802,0,0,0.780735441730902,manual_review
0.19898323820385067,0,1,0.8010167617961493,auto_approve
0.1709720603797432,0,0,0.8290279396202568,auto_approve
0.21948208844944522,0,0,0.7805179115505547,manual_review
0.17018537294105085,0,0,0.8298146270589492,auto_approve
0.11224490040941212,0,0,0.8877550995905878,auto_approve
0.3655251370424479,0,0,0.6344748629575521,manual_review
0.14262195993691568,0,0,0.8573780400630844,auto_approve
0.11783699621012708,0,0,0.8821630037898729,auto_approve
0.22095364832471953,0,0,0.7790463516752805,manual_review
0.21087102571821686,0,1,0.7891289742817831,manual_review
0.27634773011960134,0,0,0.7236522698803987,manual_review
0.5517418586378146,1,1,0.5517418586378146,manual_review
0.4226616866130812,0,1,0.5773383133869188,manual_review
0.3283121138226848,0,1,0.6716878861773152,manual_review
0.15082127101375875,0,0,0.8491787289862412,auto_approve
0.35238998955676804,0,1,0.647610010443232,manual_review
0.2956489638088155,0,1,0.7043510361911844,manual_review
0.30226368027100986,0,0,0.6977363197289901,manual_review
0.17059245698166273,0,0,0.8294075430183373,auto_approve
0.16797694064365795,0,1,0.832023059356342,auto_approve
0.17697091342571353,0,0,0.8230290865742864,auto_approve
0.17074377897512147,0,0,0.8292562210248785,auto_approve
0.33316934999737996,0,0,0.66683065000262,manual_review
0.1969552050913352,0,0,0.8030447949086648,auto_approve
0.281559385580775,0,0,0.718440614419225,manual_review
0.3007560205921712,0,0,0.6992439794078288,manual_review
0.19327396303021943,0,1,0.8067260369697806,auto_approve
0.4405535334242356,0,1,0.5594464665757644,manual_review
0.161582230821159,0,0,0.838417769178841,auto_approve
0.2706814219849746,0,0,0.7293185780150254,manual_review
0.2078455441526558,0,0,0.7921544558473442,manual_review
0.39077619010314507,0,1,0.609223809896855,manual_review
0.2555386068980794,0,0,0.7444613931019206,manual_review
0.19265570783240182,0,1,0.8073442921675982,auto_approve
0.14655113236562645,0,0,0.8534488676343736,auto_approve
0.2721683806052357,0,1,0.7278316193947643,manual_review
0.2538936781208573,0,0,0.7461063218791427,manual_review
0.3411502107970978,0,1,0.6588497892029022,manual_review
0.24731737053892625,0,0,0.7526826294610738,manual_review
0.2723283288326516,0,1,0.7276716711673483,manual_review
0.23165217503383917,0,0,0.7683478249661608,manual_review
0.1918387640733767,0,1,0.8081612359266233,auto_approve
0.15086543814939274,0,0,0.8491345618506072,auto_approve
0.19336274005504406,0,0,0.8066372599449559,auto_approve
0.11080860399665605,0,0,0.889191396003344,auto_approve
0.14708980453730242,0,0,0.8529101954626976,auto_approve
0.24551692860403318,0,0,0.7544830713959668,manual_review
0.21783820204814294,0,0,0.782161797951857,manual_review
0.24779878560679497,0,1,0.7522012143932051,manual_review
0.22589283526116505,0,0,0.7741071647388349,manual_review
0.2661504434597295,0,1,0.7338495565402705,manual_review
0.24126539799219995,0,0,0.7587346020078001,manual_review
0.10307096373787815,0,0,0.8969290362621218,auto_approve
0.1942669836603132,0,0,0.8057330163396867,auto_approve
