logit,xgb,rf,extra_trees,catboost,hgb,ensemble_probability,prediction_variance,prediction_std,ensemble_prediction,actual_label,correct,error,error_type,probability_bin,uncertainty_quartile
0.2693919638526704,0.257121469017244,0.2843792800961712,0.230783255159578,0.2783326559990006,0.2520192966956416,0.262004653470051,0.0002743040701009,0.0879346755503047,1,0,1,1,false_positive,"(0.2, 0.3]",Q2
0.2508682992860716,0.2032847608008821,0.2488639458671592,0.258286562006407,0.247558115407569,0.2409340705605116,0.2416326256547667,0.0002744430574749,0.081312016463327,1,0,1,1,false_positive,"(0.2, 0.3]",Q2
0.1844653028714342,0.2195626049113815,0.2013595530474354,0.1792300997802291,0.2335660448263475,0.2235289793588153,0.2069520974659405,0.0003496516779027,0.0705306325517666,1,0,1,1,false_positive,"(0.2, 0.3]",Q2
0.2663824453843247,0.2709489875538701,0.2978743546292207,0.3058697350176342,0.2849220504206257,0.3034684533854533,0.2882443377318548,0.0002033249457331,0.0961898815729398,1,0,1,1,false_positive,"(0.2, 0.3]",Q1_low
0.2185054235653365,0.3376928630162563,0.2467266341821118,0.2107800707072581,0.3119783176174923,0.2834586605330876,0.2681903282702571,0.0018866185585967,0.0969918086042548,1,0,1,1,false_positive,"(0.2, 0.3]",Q4_high
0.2916874988150869,0.3684407048546019,0.3403725488748001,0.3412586192812454,0.4057724523122626,0.3552615382440091,0.350465560397001,0.0010066366692472,0.1193224641654237,1,0,1,1,false_positive,"(0.3, 0.4]",Q3
0.2498156601627593,0.3316528011270196,0.3313863289980461,0.2950278204654001,0.3432576373249553,0.3282882669339926,0.3132380858353622,0.0008785942478491,0.1069594287695411,1,0,1,1,false_positive,"(0.3, 0.4]",Q3
0.2144035128442605,0.1844274604465997,0.2080101042866074,0.2586123147008443,0.182059481012807,0.1963383931293882,0.2073085444034178,0.0005663301477563,0.0719060683245958,1,0,1,1,false_positive,"(0.2, 0.3]",Q3
0.2636589485774278,0.3390652202229232,0.3834281436717554,0.3556956893074526,0.3235030187813394,0.3126391407708995,0.329665026888633,0.0011915836089933,0.113329738945388,1,0,1,1,false_positive,"(0.3, 0.4]",Q4_high
0.2729112874114874,0.2719696114808699,0.3351531054562535,0.248229188978496,0.2934192459530252,0.3183796486577408,0.2900103479896455,0.0007454025217371,0.0990156239212675,1,0,1,1,false_positive,"(0.2, 0.3]",Q3
0.2384523690026669,0.2603466357667786,0.2967920446777578,0.2477001429833507,0.2173261517814607,0.2408256822547811,0.2502405044111326,0.0005123695500044,0.0852607841592462,1,0,1,1,false_positive,"(0.2, 0.3]",Q2
0.3234482461557573,0.2703892793946689,0.2814896504155483,0.2388565126428488,0.2730426871532625,0.2774932845685186,0.2774532767217674,0.0005272706689142,0.0940697254083618,1,0,1,1,false_positive,"(0.2, 0.3]",Q3
0.247657036820834,0.3028179557457492,0.307618566306769,0.3087410350627672,0.3595122077526894,0.3390425575269029,0.3108982265359519,0.0010336530050809,0.1067998233986437,1,0,1,1,false_positive,"(0.3, 0.4]",Q3
0.3432210751049704,0.2710991435975575,0.2813916722676747,0.2853955019228594,0.3064165129952302,0.3093297728081565,0.2994756131160748,0.000484206924164,0.1010017492569359,1,0,1,1,false_positive,"(0.2, 0.3]",Q2
0.3257659691253825,0.287936692254177,0.2961665434587349,0.2766706866938927,0.3261680463906766,0.3061559029584072,0.3031439734802117,0.0002902450264001,0.1014193327344319,1,0,1,1,false_positive,"(0.3, 0.4]",Q2
0.2547563996261117,0.2337094349706861,0.1968568745803398,0.2501435670117098,0.2373262202003454,0.2647499200038028,0.2395904027321659,0.0004057492542988,0.0813160354204533,1,0,1,1,false_positive,"(0.2, 0.3]",Q2
